customer_city,product_category_name_english,total_orders
abdon batista,bed_bath_table,2
acailandia,furniture_decor,2
agua branca,computers_accessories,2
vila valerio,fashion_bags_accessories,2
xambre,pet_shop,2
xangri-la,bed_bath_table,2
vitorino freire,computers_accessories,2
witmarsum,construction_tools_safety,1
abaiara,auto,1
vila nova do sul,health_beauty,1
vila nova,food,1
vila langaro,bed_bath_table,1
vila flores,computers_accessories,1
vila flor,furniture_decor,1
vila dos cabanos,art,1
vila bela da santissima trindade,telephony,1
vigia,furniture_decor,1
vieiras,health_beauty,1
doce grande,health_beauty,1
dobrada,housewares,1
divisa nova,toys,1
curiuva,auto,1
virgolandia,cool_stuff,1
virginia,sports_leisure,1
virgem da lapa,bed_bath_table,1
carlos chagas,toys,1
carlopolis,electronics,1
carlinda,furniture_decor,1
jequia da praia,sports_leisure,1
jequeri,watches_gifts,1
jenipapo de minas,sports_leisure,1
jauru,auto,1
jaupaci,bed_bath_table,1
jaua,food,1
jatauba,pet_shop,1
joao dourado,fashion_bags_accessories,1
dario meira,construction_tools_lights,1
divino das laranjeiras,health_beauty,1
divinesia,cool_stuff,1
diorama,bed_bath_table,1
vila reis,toys,1
joao ramalho,fashion_bags_accessories,1
joao lisboa,auto,1
jundiai do sul,health_beauty,1
junco do serido,furniture_decor,1
jesupolis,furniture_decor,1
jesuitas,baby,1
jesuania,auto,1
jeronimo monteiro,bed_bath_table,1
jeriquara,computers_accessories,1
jerico,auto,1
jeremoabo,cool_stuff,1
joselandia,furniture_decor,1
jose de freitas,air_conditioning,1
jose da penha,sports_leisure,1
joaquim pires,telephony,1
carmesia,auto,1
carmopolis,computers_accessories,1
castro alves,computers_accessories,1
castelandia,auto,1
castanheiras,computers_accessories,1
castanheira,baby,1
jucas,health_beauty,1
juara,bed_bath_table,1
joviania,bed_bath_table,1
jussiape,health_beauty,1
jussari,consoles_games,1
caririacu,computers_accessories,1
carvalhopolis,baby,1
carutapera,garden_tools,1
carrancas,furniture_decor,1
carolina,baby,1
joaquim nabuco,fashion_underwear_beach,1
lagoa da confusao,electronics,1
lagoa da canoa,bed_bath_table,1
caravelas,bed_bath_table,1
caraubas,garden_tools,1
carmolandia,furniture_decor,1
carmo do rio verde,health_beauty,1
carmo de minas,baby,1
carmo da mata,bed_bath_table,1
jucurucu,auto,1
joao camara,bed_bath_table,1
joao alfredo,cool_stuff,1
joaima,health_beauty,1
jiquirica,watches_gifts,1
carnaubal,fashion_bags_accessories,1
carnaubais,construction_tools_construction,1
carnauba dos dantas,cool_stuff,1
jardim do serido,bed_bath_table,1
lagoa salgada,furniture_decor,1
lagoa real,furniture_decor,1
lagoa nova,bed_bath_table,1
lagoa grande,auto,1
jussara,auto,1
juscimeira,health_beauty,1
juruti,bed_bath_table,1
juruena,auto,1
juru,telephony,1
juripiranga,furniture_living_room,1
jurema,electronics,1
juranda,garden_tools,1
jupi,furniture_decor,1
lagoa de velhos,watches_gifts,1
lagoa de sao francisco,health_beauty,1
lago verde,health_beauty,1
lago da pedra,baby,1
ladainha,small_appliances,1
kalore,construction_tools_lights,1
juti,consoles_games,1
lagoao,home_construction,1
jaragua,bed_bath_table,1
jaquirana,electronics,1
jequitiba,computers_accessories,1
jequitai,books_general_interest,1
japaratuba,cool_stuff,1
japaraiba,auto,1
janduis,perfumery,1
jandaira,musical_instruments,1
jampruca,telephony,1
jardim olinda,garden_tools,1
laje do muriae,watches_gifts,1
lagoinha,bed_bath_table,1
leopolis,electronics,1
leopoldo de bulhoes,musical_instruments,1
leoberto leal,telephony,1
capoeiras,perfumery,1
capivari do sul,home_appliances_2,1
capitao poco,auto,1
carire,fashion_bags_accessories,1
carinhanha,garden_tools,1
caridade,watches_gifts,1
lagoa dos tres cantos,auto,1
lagoa dos patos,cool_stuff,1
lagoa do piaui,perfumery,1
lagoa d'anta,telephony,1
lagoa,health_beauty,1
cavalcante,garden_tools,1
caturama,telephony,1
catigua,bed_bath_table,1
jaguari,bed_bath_table,1
caracol,health_beauty,1
caputira,cool_stuff,1
lavras do sul,costruction_tools_tools,1
lavras da mangabeira,auto,1
lagoa do ouro,home_confort,1
lagoa do mato,computers_accessories,1
lagoa do carro,auto,1
laranja da terra,sports_leisure,1
lamim,computers_accessories,1
lamarao,watches_gifts,1
lajinha,housewares,1
lajeado grande,telephony,1
leandro ferreira,pet_shop,1
lavrinhas,toys,1
capetinga,computers_accessories,1
capela nova,bed_bath_table,1
capela do alto alegre,bed_bath_table,1
capela do alto,auto,1
carajas,baby,1
caraibas,telephony,1
caraiba,baby,1
jardim de piranhas,health_beauty,1
jardim alegre,auto,1
jardim abc de goias,telephony,1
jardim,auto,1
carneirinho,auto,1
caseiros,luggage_accessories,1
cascalho rico,construction_tools_construction,1
jamapara,housewares,1
jamaica,computers_accessories,1
jaguaruna,bed_bath_table,1
capistrano,home_appliances,1
capinzal do norte,sports_leisure,1
capim branco,fashio_female_clothing,1
lavinia,health_beauty,1
lauro muller,bed_bath_table,1
lobato,bed_bath_table,1
lindolfo collor,toys,1
lindoia do sul,electronics,1
lindoeste,fashion_bags_accessories,1
liberdade,computers_accessories,1
liberato salzano,telephony,1
luiziana,pet_shop,1
luiz alves,sports_leisure,1
luis correia,sports_leisure,1
lucena,stationery,1
cantanhede,watches_gifts,1
canitar,bed_bath_table,1
caninde de sao francisco,auto,1
capitao andrade,watches_gifts,1
jaguarembe,bed_bath_table,1
jaguaquara,audio,1
japoata,furniture_decor,1
japi,kitchen_dining_laundry_garden_furniture,1
jacinto,audio,1
jacigua,costruction_tools_tools,1
jaciara,baby,1
jaci,perfumery,1
jacareacanga,fashion_bags_accessories,1
jacaraci,fashion_male_clothing,1
major porto,perfumery,1
maiquinique,baby,1
lourdes,pet_shop,1
loreto,computers,1
macambira,sports_leisure,1
macambara,bed_bath_table,1
luzilandia,electronics,1
luziapolis,watches_gifts,1
luz,computers_accessories,1
lutecia,baby,1
lupionopolis,computers_accessories,1
lupercio,fashion_shoes,1
lunardelli,baby,1
luminarias,bed_bath_table,1
luizlandia do oeste,computers_accessories,1
luiziania,computers_accessories,1
magalhaes de almeida,watches_gifts,1
mae do rio,health_beauty,1
mae d'agua,telephony,1
madre de deus de minas,construction_tools_construction,1
madalena,cool_stuff,1
macuco de minas,watches_gifts,1
macuco,cool_stuff,1
machados,pet_shop,1
machadinho d'oeste,art,1
machadinho,musical_instruments,1
machacalis,housewares,1
macedonia,bed_bath_table,1
macaubal,stationery,1
macau,auto,1
macaparana,computers_accessories,1
major vieira,cool_stuff,1
maioba,perfumery,1
candeias do jamari,furniture_decor,1
caparao,furniture_decor,1
capao da porteira,health_beauty,1
canudos,furniture_decor,1
canto do buriti,home_appliances_2,1
jaguaruana,computers_accessories,1
jaguaribe,bed_bath_table,1
jaguaribara,health_beauty,1
cassia dos coqueiros,computers_accessories,1
ivora,sports_leisure,1
ivate,construction_tools_construction,1
ivai,telephony,1
iuna,bed_bath_table,1
itutinga,furniture_decor,1
magda,auto,1
marcelino vieira,perfumery,1
maravilhas,computers_accessories,1
maranhaozinho,stationery,1
campos verdes,garden_tools,1
madre de deus,baby,1
manfrinopolis,sports_leisure,1
manduri,books_technical,1
mandirituba,telephony,1
mandaguacu,baby,1
manaira,health_beauty,1
mampituba,home_appliances,1
mamonas,home_confort,1
mambai,cool_stuff,1
malhador,health_beauty,1
maracacume,auto,1
mara rosa,auto,1
marilena,cool_stuff,1
marilandia do sul,bed_bath_table,1
maquine,health_beauty,1
mantenopolis,cool_stuff,1
mansidao,fashion_bags_accessories,1
manoel urbano,sports_leisure,1
marcos parente,electronics,1
jacuizinho,housewares,1
jacuipe,telephony,1
jacinto machado,furniture_decor,1
cedro do abaete,pet_shop,1
itatiaiucu,furniture_decor,1
itarema,bed_bath_table,1
itupiranga,health_beauty,1
itirucu,baby,1
itirapina,health_beauty,1
catarina,cool_stuff,1
centralina,telephony,1
central de santa helena,perfumery,1
martins soares,auto,1
martinho campos,garden_tools,1
martinesia,baby,1
marques de souza,baby,1
campos gerais,bed_bath_table,1
caninde,electronics,1
canhotinho,auto,1
candiota,bed_bath_table,1
candido sales,christmas_supplies,1
candido rodrigues,audio,1
maranguape,computers_accessories,1
maragogipe,toys,1
maragogi,baby,1
canaa,health_beauty,1
mariopolis,auto,1
mariental,small_appliances_home_oven_and_coffee,1
maribondo,computers_accessories,1
mariapolis,bed_bath_table,1
mariano moro,computers_accessories,1
maria da fe,bed_bath_table,1
mari,auto,1
marechal deodoro,health_beauty,1
mascote,electronics,1
itiquira,auto,1
jaborandi,cine_photo,1
itau,baby,1
itatinga,garden_tools,1
itatiba do sul,computers_accessories,1
catas altas,auto,1
medeiros,cool_stuff,1
campo grande do piaui,watches_gifts,1
candeal,bed_bath_table,1
canavieiras,auto,1
canapolis,bed_bath_table,1
canapi,furniture_decor,1
central,books_general_interest,1
centenario do sul,bed_bath_table,1
centenario,cool_stuff,1
celina,telephony,1
ceilandia,bed_bath_table,1
itapecuru mirim,bed_bath_table,1
itaquitinga,pet_shop,1
itaquirai,construction_tools_lights,1
itapura,baby,1
itaporanga d'ajuda,baby,1
materlandia,bed_bath_table,1
mata roma,telephony,1
itapitanga,bed_bath_table,1
itapissuma,auto,1
itapirapua paulista,bed_bath_table,1
itapicuru,pet_shop,1
cedro de sao joao,computers,1
cedro,auto,1
ceara-mirim,cool_stuff,1
caxambu do sul,pet_shop,1
cha grande,cool_stuff,1
cha de alegria,sports_leisure,1
cezarina,sports_leisure,1
ceu azul,baby,1
mata,musical_instruments,1
massape,bed_bath_table,1
meleiro,auto,1
maximiliano de almeida,garden_tools,1
mauriti,furniture_decor,1
maurilandia,housewares,1
maua da serra,baby,1
matutina,luggage_accessories,1
matriz de camaragibe,health_beauty,1
matrincha,auto,1
matoes do norte,bed_bath_table,1
matoes,sports_leisure,1
mato rico,luggage_accessories,1
messias targino,sports_leisure,1
meruoca,sports_leisure,1
meridiano,sports_leisure,1
merces,electronics,1
mariluz,bed_bath_table,1
missi,stationery,1
missao velha,auto,1
campo alegre de goias,baby,1
campinacu,watches_gifts,1
campos borges,furniture_decor,1
campos altos,auto,1
campo novo,electronics,1
cerro grande do sul,home_confort,1
cerro grande,housewares,1
itapemirim,baby,1
itaju do colonia,telephony,1
itape,signaling_and_security,1
itaparica,pet_shop,1
itapagipe,baby,1
itapage,office_furniture,1
itaoca,cool_stuff,1
cerejeiras,bed_bath_table,1
mombuca,garden_tools,1
mombaca,housewares,1
mojui dos campos,perfumery,1
moju,computers_accessories,1
mogi-mirim,cool_stuff,1
medicilandia,consoles_games,1
miraguai,cool_stuff,1
miradouro,health_beauty,1
mira estrela,perfumery,1
ministro andreazza,christmas_supplies,1
mineiros do tiete,fashion_bags_accessories,1
minduri,sports_leisure,1
minas do leao,fixed_telephony,1
mimoso de goias,watches_gifts,1
milagres,bed_bath_table,1
mocajuba,fashion_underwear_beach,1
miravania,fashion_bags_accessories,1
mirante do paranapanema,bed_bath_table,1
mirante da serra,computers_accessories,1
mirandiba,bed_bath_table,1
miranda do norte,health_beauty,1
moncoes,baby,1
moncao,cool_stuff,1
itanhem,home_confort,1
itanhanga,bed_bath_table,1
itapirapua,consoles_games,1
itagimirim,luggage_accessories,1
itamogi,baby,1
itamari,consoles_games,1
cerrito,garden_tools,1
ceres,computers_accessories,1
cipo-guacu,auto,1
cipo,garden_tools,1
monsenhor paulo,perfumery,1
monnerat,office_furniture,1
monteiropolis,furniture_decor,1
monte verde,food,1
monte santo,garden_tools,1
campanario,watches_gifts,1
cameta,health_beauty,1
campo do tenente,musical_instruments,1
campo do brito,furniture_decor,1
campo azul,bed_bath_table,1
campo alegre de minas,computers_accessories,1
campo alegre de lourdes,cool_stuff,1
moema,auto,1
moeda,pet_shop,1
monte alegre de sergipe,home_appliances,1
montauri,baby,1
montanhas,health_beauty,1
montadas,health_beauty,1
monsenhor tabosa,furniture_decor,1
centro novo do maranhao,watches_gifts,1
chaval,housewares,1
charrua,home_construction,1
chapada gaucha,baby,1
chapada dos guimaraes,audio,1
chapada do norte,musical_instruments,1
chapada,computers_accessories,1
chale,garden_tools,1
chacara,bed_bath_table,1
claraval,health_beauty,1
ciriaco,industry_commerce_and_business,1
montividiu do norte,telephony,1
montezuma,fashion_shoes,1
mucuge,baby,1
mucambo,bed_bath_table,1
monte gordo,auto,1
monte formoso,computers_accessories,1
camapua,bed_bath_table,1
camacho,health_beauty,1
calmon,garden_tools,1
campina do monte alegre,pet_shop,1
campina das missoes,electronics,1
campestre do maranhao,housewares,1
campestre da serra,sports_leisure,1
campestre,computers_accessories,1
monte castelo,sports_leisure,1
monte alverne,industry_commerce_and_business,1
itabi,fashion_bags_accessories,1
itabatan,cool_stuff,1
itaja,cool_stuff,1
itaitinga,industry_commerce_and_business,1
itaipulandia,computers_accessories,1
mutum parana,musical_instruments,1
mussurepe,cool_stuff,1
murutinga do sul,audio,1
murucupi,electronics,1
monte carlo,bed_bath_table,1
monte bonito,cool_stuff,1
morro da garca,cool_stuff,1
morro da fumaca,cine_photo,1
morro agudo de goias,home_appliances,1
morpara,garden_tools,1
moreira sales,garden_tools,1
muquem do sao francisco,computers_accessories,1
muniz freire,baby,1
munhoz de melo,bed_bath_table,1
motuca,fashion_bags_accessories,1
mossamedes,toys,1
morungaba,bed_bath_table,1
morro vermelho,computers_accessories,1
morro redondo,luggage_accessories,1
morro do pilar,auto,1
morro do ferro,health_beauty,1
itaguari,baby,1
itaguara,furniture_decor,1
itaguaje,electronics,1
itaguacu da bahia,health_beauty,1
itacarambi,computers_accessories,1
itabirinha,sports_leisure,1
nobres,housewares,1
muritiba,housewares,1
murici,housewares,1
cajuri,bed_bath_table,1
cajueiro,furniture_decor,1
cajari,telephony,1
cambiasca,telephony,1
itaicaba,fixed_telephony,1
itaguaru,health_beauty,1
itaara,bed_bath_table,1
isaias coelho,telephony,1
irupi,auto,1
irineopolis,bed_bath_table,1
iretama,auto,1
iraucuba,food,1
irara,health_beauty,1
nova america da colina,health_beauty,1
nova america,computers_accessories,1
caiaponia,fashion_bags_accessories,1
caiana,furniture_decor,1
nazare da mata,telephony,1
nazare,bed_bath_table,1
natividade da serra,sports_leisure,1
natercia,furniture_decor,1
narandiba,housewares,1
nantes,perfumery,1
nacip raydan,fashion_shoes,1
mutunopolis,sports_leisure,1
nossa senhora das dores,watches_gifts,1
nossa senhora da gloria,computers_accessories,1
nortelandia,baby,1
nonoai,fashion_bags_accessories,1
coimbra,bed_bath_table,1
cocos,bed_bath_table,1
cocalzinho de goias,computers_accessories,1
cocal,audio,1
nossa senhora do remedio,baby,1
nossa senhora do o,sports_leisure,1
nossa senhora de lourdes,housewares,1
nossa senhora de caravaggio,housewares,1
nipoa,auto,1
neves paulista,auto,1
neopolis,consoles_games,1
nazario,furniture_decor,1
nazareno,auto,1
nova boa vista,bed_bath_table,1
nova aurora,garden_tools,1
nova araca,cool_stuff,1
nova luzitania,audio,1
caetes,bed_bath_table,1
california,furniture_decor,1
caldeirao grande do piaui,health_beauty,1
caldeirao grande,bed_bath_table,1
caldas do jorro,health_beauty,1
caldas brandao,auto,1
calcado,telephony,1
irape,baby,1
itagiba,bed_bath_table,1
itagi,bed_bath_table,1
chorrocho,garden_tools,1
chorozinho,watches_gifts,1
chopinzinho,baby,1
chiapetta,cool_stuff,1
chaveslandia,auto,1
nova roma,bed_bath_table,1
nova resende,health_beauty,1
nova redencao,telephony,1
nova ponte,baby,1
nossa senhora das gracas,air_conditioning,1
nova esperanca do sudoeste,perfumery,1
nova esperanca do piria,watches_gifts,1
nova erechim,computers_accessories,1
nova crixas,health_beauty,1
nova cantu,furniture_decor,1
nova canaa paulista,cool_stuff,1
nova canaa do norte,computers_accessories,1
nova canaa,bed_bath_table,1
nova campina,garden_tools,1
nova brasilandia d'oeste,health_beauty,1
nova mamore,fashion_bags_accessories,1
iramaia,health_beauty,1
irai de minas,home_appliances_2,1
irai,computers_accessories,1
caibi,electronics,1
caibate,watches_gifts,1
nova padua,furniture_decor,1
nova olinda do maranhao,bed_bath_table,1
nova olimpia,computers_accessories,1
nova laranjeiras,auto,1
nova lacerda,market_place,1
nova itaberaba,perfumery,1
nova independencia,health_beauty,1
nova guataporanga,furniture_mattress_and_upholstery,1
nova guarita,housewares,1
nova floresta,office_furniture,1
nova roma do sul,baby,1
cachoeira dourada,cool_stuff,1
cachoeira do campo,home_confort,1
cachoeira do brumado,cool_stuff,1
cachoeira de pajeu,auto,1
cachoeira de minas,baby,1
cajapio,cool_stuff,1
cairu,health_beauty,1
caicara do norte,telephony,1
cocais,stationery,1
ipueira,cool_stuff,1
ipigua,housewares,1
ipiacu,auto,1
ipecaeta,sports_leisure,1
ipe,bed_bath_table,1
ipaumirim,toys,1
irani,auto,1
olindina,toys,1
olhos d'agua,health_beauty,1
olho d'agua das flores,drinks,1
oleo,garden_tools,1
nova monte verde,housewares,1
novo brasil,bed_bath_table,1
novo barreiro,housewares,1
novais,health_beauty,1
nova vicosa,home_appliances_2,1
nova ubirata,bed_bath_table,1
nova timboteua,bed_bath_table,1
nova santa rosa,construction_tools_construction,1
nova santa barbara,sports_leisure,1
nova russas,auto,1
novo sao joaquim,baby,1
nova palma,computers_accessories,1
inocencia,housewares,1
inhuma,watches_gifts,1
inhauma,telephony,1
inhapi,auto,1
ingai,watches_gifts,1
oiapoque,electronics,1
oeiras do para,home_construction,1
ocara,health_beauty,1
novo repartimento,electronics,1
novo planalto,telephony,1
novo oriente do piaui,auto,1
novo mundo,furniture_decor,1
novo machado,cool_stuff,1
novo lino,baby,1
novo jardim,computers_accessories,1
novo cabrais,housewares,1
ouro verde de minas,health_beauty,1
ouro verde de goias,housewares,1
ouro verde,bed_bath_table,1
olaria,telephony,1
cabralia paulista,bed_bath_table,1
cabo verde,health_beauty,1
cabixi,computers_accessories,1
caetanopolis,computers_accessories,1
caem,health_beauty,1
iracema,baby,1
ipupiara,costruction_tools_garden,1
ipumirim,bed_bath_table,1
ipuiuna,furniture_decor,1
ipaporanga,audio,1
iomere,bed_bath_table,1
inubia paulista,cool_stuff,1
colorado do oeste,fashion_bags_accessories,1
colombia,bed_bath_table,1
cacequi,cool_stuff,1
cacaulandia,furniture_decor,1
ourizona,auto,1
ourem,computers_accessories,1
nuporanga,auto,1
oscar bressane,bed_bath_table,1
ortigueira,bed_bath_table,1
oros,home_confort,1
oroco,baby,1
orobo,bed_bath_table,1
orizania,home_construction,1
orindiuva,auto,1
onda verde,home_construction,1
ouro verde do oeste,electronics,1
ouro preto do oeste,auto,1
buritirama,cool_stuff,1
buriti dos lopes,auto,1
buriti do tocantins,housewares,1
buriti alegre,telephony,1
cachoeira,auto,1
ipixuna do para,sports_leisure,1
ipiranga do sul,market_place,1
ipiranga do norte,stationery,1
ipiranga de goias,auto,1
indiana,computers_accessories,1
independencia,telephony,1
coari,health_beauty,1
coaraci,cool_stuff,1
clementina,bed_bath_table,1
claro dos pocoes,garden_tools,1
panorama,auto,1
panelas,health_beauty,1
pancas,office_furniture,1
palmopolis,cool_stuff,1
palmitos,baby,1
osvaldo kroeff,cool_stuff,1
paial,auto,1
padre paraiso,garden_tools,1
padre gonzales,bed_bath_table,1
padre bernardo,bed_bath_table,1
pacotuba,food,1
pacoti,christmas_supplies,1
pacatuba,computers,1
pacaembu,baby,1
palmeira d oeste,fashion_bags_accessories,1
palmares paulista,stationery,1
cabeceiras,telephony,1
cabeceira grande,computers_accessories,1
cabaceiras do paraguacu,computers_accessories,1
caarapo,consoles_games,1
butia,computers_accessories,1
buritizal,housewares,1
palmitinho,furniture_decor,1
palminopolis,cool_stuff,1
palmeirinha,books_general_interest,1
palmeiras de goias,auto,1
palmares,air_conditioning,1
palma,computers_accessories,1
palhano,toys,1
paiva,bed_bath_table,1
paineiras,health_beauty,1
pantano grande,electronics,1
ilicinea,bed_bath_table,1
ilhota,bed_bath_table,1
ilha grande,watches_gifts,1
ilha dos valadares,auto,1
ilha de itamaraca,audio,1
ilha comprida,perfumery,1
paranaiguara,auto,1
paranacity,fashion_shoes,1
parana,computers_accessories,1
brejetuba,watches_gifts,1
brazopolis,costruction_tools_tools,1
brotas de macaubas,health_beauty,1
britania,health_beauty,1
breves,auto,1
breu branco,bed_bath_table,1
cabedelo,bed_bath_table,1
palmeiras,fashion_bags_accessories,1
paraiso das aguas,telephony,1
paraiso,auto,1
paraibano,garden_tools,1
parai,garden_tools,1
paracuru,electronics,1
paranapua,electronics,1
paranapoema,garden_tools,1
colniza,construction_tools_construction,1
inaja,bed_bath_table,1
imigrante,auto,1
igarape-acu,watches_gifts,1
imbe de minas,garden_tools,1
imbau,auto,1
imaculada,auto,1
ilopolis,baby,1
conceicao da ibitipoca,telephony,1
passo de torres,computers_accessories,1
passagem,garden_tools,1
brazabrantes,consoles_games,1
braunas,bed_bath_table,1
brauna,auto,1
brasopolis,toys,1
buique,telephony,1
bugre,air_conditioning,1
buerarema,health_beauty,1
bueno brandao,bed_bath_table,1
paraju,computers_accessories,1
paraiso do sul,telephony,1
parisi,health_beauty,1
paripueira,health_beauty,1
paripiranga,baby,1
pareci novo,agro_industry_and_commerce,1
parauna,auto,1
paraopeba,computers_accessories,1
paranhos,garden_tools,1
pastos bons,auto,1
passos maia,computers_accessories,1
inga,health_beauty,1
indiaroba,watches_gifts,1
indiapora,baby,1
indianopolis,auto,1
colmeia,auto,1
colinas do tocantins,bed_bath_table,1
coite do noia,stationery,1
conceicao do caninde,health_beauty,1
conceicao do almeida,tablets_printing_image,1
conceicao das alagoas,health_beauty,1
pavao,bed_bath_table,1
botuvera,bed_bath_table,1
botupora,furniture_decor,1
botelho,housewares,1
bossoroca,bed_bath_table,1
brejolandia,telephony,1
brejoes,luggage_accessories,1
brejo grande,telephony,1
brejo dos santos,health_beauty,1
brejo do cruz,garden_tools,1
brejo da madre de deus,bed_bath_table,1
brejo bonito,cool_stuff,1
brejo,cool_stuff,1
passa tres,bed_bath_table,1
passa tempo,garden_tools,1
parnarama,cool_stuff,1
bras pires,cool_stuff,1
braco do rio,consoles_games,1
paulistania,furniture_decor,1
pedrinhas paulista,art,1
paula candido,bed_bath_table,1
paudalho,construction_tools_construction,1
pau d'arco,cool_stuff,1
patu,computers_accessories,1
patrocinio paulista,bed_bath_table,1
patrocinio do muriae,garden_tools,1
pato bragado,auto,1
patis,sports_leisure,1
pedra azul,books_general_interest,1
pedra,health_beauty,1
pecanha,bed_bath_table,1
peabiru,auto,1
ichu,cool_stuff,1
icatu,baby,1
icaraima,computers_accessories,1
icarai de minas,auto,1
icapui,auto,1
pendencias,bed_bath_table,1
penaforte,construction_tools_safety,1
peixoto de azevedo,auto,1
peixe,computers_accessories,1
paulo lopes,cool_stuff,1
paulo jacinto,furniture_living_room,1
bonfinopolis de minas,health_beauty,1
bonfim,auto,1
brasilandia de minas,computers_accessories,1
brasilandia,bed_bath_table,1
brasil novo,bed_bath_table,1
pereiras,bed_bath_table,1
pedras de fogo,auto,1
pedras altas,bed_bath_table,1
pedrao,health_beauty,1
pedranopolis,auto,1
pedra menina,sports_leisure,1
pedra lavrada,baby,1
pedra do indaia,cool_stuff,1
pedra bela,auto,1
igrapiuna,telephony,1
igaratinga,bed_bath_table,1
igarape-miri,telephony,1
igaracu do tiete,auto,1
igapora,fashion_bags_accessories,1
igaci,audio,1
ielmo marinho,home_appliances,1
bonito de santa fe,health_beauty,1
bonito de minas,sports_leisure,1
pequizeiro,cool_stuff,1
pequi,housewares,1
pedro velho,health_beauty,1
pedro ii,bed_bath_table,1
pedro gomes,sports_leisure,1
pedro canario,cool_stuff,1
pedro afonso,auto,1
perola independente,sports_leisure,1
perola d'oeste,consoles_games,1
perola,baby,1
perobal,watches_gifts,1
peritiba,computers_accessories,1
periquito,bed_bath_table,1
pereiro,computers_accessories,1
bom jesus do amparo,health_beauty,1
bom jesus da serra,cool_stuff,1
boraceia,watches_gifts,1
bora,toys,1
boquira,health_beauty,1
boqueirao do leao,computers_accessories,1
iguatama,bed_bath_table,1
iguai,baby,1
igreja nova,electronics,1
combinado,watches_gifts,1
condeuba,perfumery,1
condado,baby,1
concordia do para,agro_industry_and_commerce,1
conchas,bed_bath_table,1
conceicao dos ouros,computers_accessories,1
conceicao do tocantins,computers_accessories,1
bodoquena,construction_tools_construction,1
bodoco,bed_bath_table,1
pentecoste,health_beauty,1
picarras,computers_accessories,1
picada cafe,housewares,1
piau,pet_shop,1
pianco,garden_tools,1
piacu,cool_stuff,1
piacatu,housewares,1
piacabucu,health_beauty,1
pescador,telephony,1
perpetuo socorro,cool_stuff,1
pindai,housewares,1
pimenteiras,health_beauty,1
pimenta,home_appliances,1
bom jesus do araguaia,auto,1
ibitiuva,audio,1
ibitita,garden_tools,1
ibitira,health_beauty,1
pindoretama,garden_tools,1
pindorama do tocantins,telephony,1
pindorama,bed_bath_table,1
pindobacu,christmas_supplies,1
pindoba,cool_stuff,1
pilar,garden_tools,1
pien,auto,1
piedade dos gerais,cool_stuff,1
picui,furniture_decor,1
pintadas,bed_bath_table,1
pinhotiba,garden_tools,1
pinheiro machado,auto,1
pinheiro,computers_accessories,1
bom sucesso,baby,1
bom retiro do sul,garden_tools,1
bom retiro,auto,1
bom jesus do tocantins,fashion_bags_accessories,1
bom jesus do sul,stationery,1
bom jesus do querendo,bed_bath_table,1
pinhal da serra,electronics,1
ibirapua,perfumery,1
ibiraja,bed_bath_table,1
ibiraiaras,telephony,1
ibicoara,books_general_interest,1
ibicare,furniture_decor,1
ibicarai,computers_accessories,1
ibiassuce,cine_photo,1
ibiara,watches_gifts,1
ibiajara,watches_gifts,1
piranhas,baby,1
pirangi,auto,1
placas,sports_leisure,1
pium,computers_accessories,1
pirambu,telephony,1
pirajuba,bed_bath_table,1
pirai do norte,sports_leisure,1
piracuruca,cool_stuff,1
boa ventura,health_beauty,1
boa esperanca do iguacu,housewares,1
biritinga,auto,1
bom jardim de goias,sports_leisure,1
piracema,computers_accessories,1
piquete,auto,1
bodo,cool_stuff,1
bocaiuva do sul,bed_bath_table,1
iati,cool_stuff,1
iaras,bed_bath_table,1
iacu,bed_bath_table,1
iaciara,air_conditioning,1
ibiracatu,cool_stuff,1
poco de pedra,telephony,1
pocao de pedras,housewares,1
pocao,telephony,1
piquerobi,bed_bath_table,1
pio xii,garden_tools,1
pio ix,luggage_accessories,1
pirenopolis,fashion_shoes,1
pirauba,bed_bath_table,1
piratuba,furniture_decor,1
piratini,auto,1
pirapo,bed_bath_table,1
planura,housewares,1
pitimbu,small_appliances,1
pitanga de estrada,health_beauty,1
pirpirituba,computers,1
piripa,fashion_bags_accessories,1
pires ferreira,telephony,1
pocoes de paineiras,construction_tools_construction,1
pocoes,auto,1
poco verde,auto,1
ibitioca,office_furniture,1
ibitiara,health_beauty,1
conceicao,electronics,1
comercinho,watches_gifts,1
ibateguara,auto,1
ibarama,furniture_decor,1
ibaiti,computers_accessories,1
hidrolina,bed_bath_table,1
hidrolandia,auto,1
herveiras,furniture_decor,1
pocrane,auto,1
porangaba,auto,1
bertolinia,sports_leisure,1
berizal,electronics,1
berilo,sports_leisure,1
bequimao,telephony,1
boca da mata,auto,1
boa vista do sul,telephony,1
boa vista do gurupi,housewares,1
boa vista do cadeado,auto,1
boa vista do burica,cool_stuff,1
boa vista das missoes,health_beauty,1
boa viagem,bed_bath_table,1
pontalinda,bed_bath_table,1
planaltina do parana,toys,1
planaltina de goias,computers_accessories,1
pontalina,furniture_decor,1
pombos,watches_gifts,1
poloni,computers_accessories,1
polo petroquimico de triunfo,stationery,1
ibira,auto,1
ibipitanga,health_beauty,1
ibipeba,sports_leisure,1
ibicuitinga,telephony,1
humildes,luggage_accessories,1
humberto de campos,cool_stuff,1
humaita,consoles_games,1
hulha negra,home_confort,1
horizonte,bed_bath_table,1
benedito leite,musical_instruments,1
