customer_city,product_category_name_english,total_orders
itamarandiba,office_furniture,3
ipameri,furniture_decor,3
ipaba,bed_bath_table,3
inhumas,bed_bath_table,3
inhambupe,auto,3
ipira,sports_leisure,3
ipaussu,bed_bath_table,3
sao joao da barra,auto,3
sao joao,computers_accessories,3
sao joao do piaui,furniture_decor,3
sao joaquim de bicas,furniture_decor,3
itaberaba,furniture_decor,3
itabera,garden_tools,3
itabela,bed_bath_table,3
itai,computers_accessories,3
sao domingos do prata,garden_tools,3
minacu,telephony,3
colorado,bed_bath_table,3
pedreiras,toys,3
penedo,health_beauty,3
pedro de toledo,sports_leisure,3
pereira barreto,health_beauty,3
moreno,furniture_decor,3
morada nova,health_beauty,3
morro do chapeu,bed_bath_table,3
cajati,auto,3
parobe,bed_bath_table,3
sao jose do cedro,bed_bath_table,3
sao jose de ribamar,telephony,3
aparecida,small_appliances,3
aracati,furniture_decor,3
aracariguama,health_beauty,3
ipanema,health_beauty,3
ibirarema,telephony,3
ibirama,bed_bath_table,3
iepe,health_beauty,3
ibotirama,telephony,3
iguatu,furniture_decor,3
igrejinha,baby,3
conceicao do araguaia,watches_gifts,3
conceicao de macabu,sports_leisure,3
sao jose do egito,housewares,3
sao luis de montes belos,garden_tools,3
sao manuel,cool_stuff,3
aperibe,bed_bath_table,3
igarassu,watches_gifts,3
igarape,perfumery,3
imbituva,furniture_decor,3
clevelandia,sports_leisure,3
ibipora,musical_instruments,3
patos,perfumery,3
bonito,auto,3
bonfinopolis,health_beauty,3
brasileia,computers_accessories,3
paulo de faria,garden_tools,3
navirai,computers_accessories,3
nao-me-toque,health_beauty,3
muzambinho,computers_accessories,3
niquelandia,fashion_bags_accessories,3
neropolis,health_beauty,3
sao raimundo nonato,consoles_games,3
sao simao,health_beauty,3
sapezal,watches_gifts,3
angatuba,health_beauty,3
andrelandia,food_drink,3
sitio novo do tocantins,furniture_decor,3
amambai,sports_leisure,3
anchieta,bed_bath_table,3
guaratuba,computers_accessories,3
conceicao do mato dentro,bed_bath_table,3
conselheiro pena,bed_bath_table,3
seabra,bed_bath_table,3
senhora de oliveira,furniture_decor,3
senador amaral,furniture_decor,3
sertao,computers_accessories,3
sertanopolis,health_beauty,3
serrinha,bed_bath_table,3
ampere,home_appliances,3
holambra ii,health_beauty,3
ibia,sports_leisure,3
ibate,sports_leisure,3
cafelandia,bed_bath_table,3
caetite,bed_bath_table,3
paramirim,computers_accessories,3
paraiso do tocantins,computers_accessories,3
pariquera-acu,bed_bath_table,3
botelhos,health_beauty,3
brejo santo,electronics,3
caete,computers_accessories,3
nova esperanca,sports_leisure,3
nova granada,computers_accessories,3
nova prata,pet_shop,3
nova petropolis,sports_leisure,3
silveiras,bed_bath_table,3
silvania,health_beauty,3
silva jardim,furniture_decor,3
sobradinho,bed_bath_table,3
cosmorama,cool_stuff,3
girua,sports_leisure,3
gouveia,office_furniture,3
cordeiro,auto,3
coronel vivida,bed_bath_table,3
simonesia,sports_leisure,3
sooretama,sports_leisure,3
surubim,telephony,3
tanabi,garden_tools,3
tambau,home_construction,3
goioere,furniture_decor,3
goiatuba,health_beauty,3
goias,bed_bath_table,3
guanhaes,bed_bath_table,3
guadalupe,auto,3
guarai,garden_tools,3
teixeira soares,baby,3
almenara,housewares,3
alto do rodrigues,bed_bath_table,3
flores da cunha,auto,3
fraiburgo,cool_stuff,3
forquilhinha,furniture_decor,3
fronteira,sports_leisure,3
frederico westphalen,health_beauty,3
coroata,furniture_decor,3
costa rica,bed_bath_table,3
americo brasiliense,perfumery,3
taguai,housewares,3
tapejara,housewares,3
taua,watches_gifts,3
taquari,sports_leisure,3
alto alegre do iguacu,dvds_blu_ray,3
fervedouro,telephony,3
corrente,bed_bath_table,3
correia pinto,computers_accessories,3
paraibuna,auto,3
paraiba do sul,computers_accessories,3
paraguacu paulista,auto,3
paragominas,garden_tools,3
papanduva,health_beauty,3
paranapanema,bed_bath_table,3
paranaita,furniture_decor,3
paranaiba,health_beauty,3
buri,computers_accessories,3
nova xavantina,bed_bath_table,3
nova venecia,bed_bath_table,3
novo progresso,furniture_decor,3
novo cruzeiro,telephony,3
esmeraldas,health_beauty,3
escada,health_beauty,3
estrela,cool_stuff,3
estancia,computers_accessories,3
espumoso,auto,3
fatima,auto,3
farroupilha,bed_bath_table,3
feliz,auto,3
coxim,cool_stuff,3
timon,sports_leisure,3
torres,cool_stuff,3
tres rios,bed_bath_table,3
tres passos,housewares,3
altaneira,bed_bath_table,3
fazenda rio grande,computers_accessories,3
flores,home_confort,3
acu,garden_tools,3
agua boa,auto,3
wenceslau braz,furniture_decor,3
acarau,health_beauty,3
aguas vermelhas,bed_bath_table,3
encantado,sports_leisure,3
echapora,health_beauty,3
entre-ijuis,bed_bath_table,3
entre rios de minas,computers_accessories,3
engenheiro paulo de frontin,auto,3
eneas marques,auto,3
espera feliz,toys,3
ubaporanga,furniture_decor,3
upanema,books_general_interest,3
uruana,computers_accessories,3
oliveira,health_beauty,3
prata,bed_bath_table,3
malacacheta,bed_bath_table,3
candido mota,watches_gifts,3
candeias,electronics,3
bezerros,housewares,3
bataguassu,health_beauty,3
xinguara,electronics,3
dores de campos,bed_bath_table,3
dom pedrito,baby,3
dom feliciano,furniture_decor,3
duartina,bed_bath_table,3
curuca,telephony,3
dourado,computers_accessories,3
dores do indaia,bed_bath_table,3
varjota,health_beauty,3
brotas,sports_leisure,3
acopiara,drinks,2
abelardo luz,housewares,2
vila nelita,sports_leisure,2
vila muriqui,health_beauty,2
curaca,computers_accessories,2
vitoria das missoes,furniture_decor,2
agua doce do norte,health_beauty,2
agua doce,construction_tools_construction,2
vianopolis,watches_gifts,2
afonso claudio,cool_stuff,2
afogados da ingazeira,garden_tools,2
adolfo,stationery,2
aguas formosas,home_confort,2
urupes,housewares,2
varre-sai,watches_gifts,2
vargem grande do sul,bed_bath_table,2
vargem grande do rio pardo,auto,2
vargem bonita,bed_bath_table,2
vargem alta,housewares,2
divinolandia de minas,perfumery,2
divinolandia,furniture_decor,2
dionisio cerqueira,computers_accessories,2
diogo de vasconcelos,garden_tools,2
diamantino,bed_bath_table,2
diamante do norte,bed_bath_table,2
dom aquino,computers_accessories,2
alcinopolis,computers_accessories,2
alcantara,telephony,2
urussanga,computers_accessories,2
urucui,bed_bath_table,2
urubici,garden_tools,2
uruara,cool_stuff,2
valparaiso,telephony,2
aguas belas,furniture_decor,2
urandi,health_beauty,2
dom basilio,costruction_tools_tools,2
descoberto,bed_bath_table,2
aimores,cool_stuff,2
alhandra,auto,2
alfredo vasconcelos,health_beauty,2
alfredo chaves,bed_bath_table,2
alexania,perfumery,2
alexandrita,fashion_male_clothing,2
ubaira,garden_tools,2
turmalina,cool_stuff,2
tupi paulista,dvds_blu_ray,2
tupandi,toys,2
tupaciguara,bed_bath_table,2
uirauna,fashion_bags_accessories,2
uchoa,baby,2
tucano,health_beauty,2
triunfo,auto,2
trindade do sul,bed_bath_table,2
curvelandia,bed_bath_table,2
currais novos,bed_bath_table,2
domingos martins,sports_leisure,2
dom pedro,bed_bath_table,2
dom eliseu,sports_leisure,2
tutoia,toys,2
tres de maio,baby,2
tres barras,housewares,2
trairi,stationery,2
toritama,watches_gifts,2
tomazina,bed_bath_table,2
tres pontas,computers_accessories,2
tres marias,costruction_tools_garden,2
tres irmaos,bed_bath_table,2
tres fronteiras,furniture_decor,2
almas,watches_gifts,2
alianca do tocantins,consoles_games,2
alto jequitiba,garden_tools,2
alto horizonte,air_conditioning,2
edeia,sports_leisure,2
ecoporanga,sports_leisure,2
doutor ulysses,health_beauty,2
cruzeiro do oeste,bed_bath_table,2
cruzalia,sports_leisure,2
cruz machado,telephony,2
custodia,sports_leisure,2
travessao,health_beauty,2
trancoso,electronics,2
terra roxa,computers_accessories,2
tobias barreto,telephony,2
alvares machado,telephony,2
alvares florence,pet_shop,2
aluminio,bed_bath_table,2
altonia,bed_bath_table,2
esperantina,bed_bath_table,2
esperanca,telephony,2
cristina,bed_bath_table,2
dormentes,signaling_and_security,2
dores do rio preto,telephony,2
emilianopolis,bed_bath_table,2
eloi mendes,construction_tools_lights,2
elias fausto,garden_tools,2
eldorado,construction_tools_lights,2
taruma,auto,2
teotonio vilela,sports_leisure,2
teodoro sampaio,toys,2
entre rios,sports_leisure,2
engenheiro coelho,auto,2
engenheiro balduino,housewares,2
encruzilhada do sul,bed_bath_table,2
espigao do oeste,cool_stuff,2
alto araguaia,toys,2
tapiratiba,cool_stuff,2
tapes,computers_accessories,2
tanque d'arca,telephony,2
tangara da serra,computers_accessories,2
tabapua,computers_accessories,2
sumidouro,garden_tools,2
tamarana,computers_accessories,2
taiobeiras,auto,2
silvianopolis,bed_bath_table,2
sud mennucci,bed_bath_table,2
sousa,telephony,2
sonora,telephony,2
soledade,furniture_decor,2
solanea,bed_bath_table,2
cristalina,baby,2
cristalia,health_beauty,2
tabuleiro,bed_bath_table,2
tabira,auto,2
amapora,auto,2
alvorada do norte,health_beauty,2
alvorada d'oeste,office_furniture,2
analandia,bed_bath_table,2
simao dias,computers_accessories,2
silveira martins,garden_tools,2
severinia,furniture_decor,2
setubinha,sports_leisure,2
sete barras,costruction_tools_garden,2
feira nova,stationery,2
estiva gerbi,furniture_decor,2
sirinhaem,computers_accessories,2
siqueira campos,computers_accessories,2
anage,computers_accessories,2
angulo,housewares,2
serafina correa,electronics,2
senges,fashion_bags_accessories,2
senador pompeu,electronics,2
senador guiomard,housewares,2
senador cortes,bed_bath_table,2
senador canedo,cool_stuff,2
segredo,telephony,2
serra do ramalho,telephony,2
schroeder,health_beauty,2
satubinha,pet_shop,2
fazenda nova,sports_leisure,2
faxinal,health_beauty,2
eugenopolis,bed_bath_table,2
euclides da cunha,bed_bath_table,2
fernando prestes,food_drink,2
andradas,baby,2
antonina do norte,furniture_decor,2
sapeacu,telephony,2
sao tomas de aquino,housewares,2
sao sepe,electronics,2
sao sebastiao do rio verde,auto,2
sao sebastiao do alto,office_furniture,2
sao sebastiao da grama,computers_accessories,2
sarapui,bed_bath_table,2
sapucaia,furniture_decor,2
sao roque do canaa,bed_bath_table,2
sao romao,furniture_decor,2
sao pedro dos ferros,watches_gifts,2
cruz,electronics,2
crixas,auto,2
apiai,auto,2
apiaca,baby,2
sao miguel do iguacu,sports_leisure,2
sao miguel do guapore,bed_bath_table,2
sao miguel do guama,health_beauty,2
sao miguel arcanjo,stationery,2
sao miguel,telephony,2
sao mateus do maranhao,auto,2
sao martinho,baby,2
sao marcos,baby,2
sao pedro,bed_bath_table,2
florestopolis,perfumery,2
floresta,furniture_decor,2
figueira,office_furniture,2
sao paulo das missoes,small_appliances,2
sao ludgero,small_appliances,2
sao lourenco do sul,furniture_decor,2
sao lourenco do oeste,bed_bath_table,2
sao lourenco da mata,baby,2
sao miguel do araguaia,bed_bath_table,2
aracoiaba,bed_bath_table,2
araci,sports_leisure,2
arace,watches_gifts,2
sao jose do ouro,computers_accessories,2
sao jose do calcado,bed_bath_table,2
arandu,furniture_decor,2
araguatins,housewares,2
sao jose da bela vista,bed_bath_table,2
sao jose da barra,electronics,2
frei lagonegro,baby,2
correntina,watches_gifts,2
cristais,garden_tools,2
crateus,watches_gifts,2
floriano,bed_bath_table,2
sao jorge do ivai,air_conditioning,2
sao joao da mata,furniture_decor,2
sao goncalo do sapucai,computers_accessories,2
sao goncalo do para,kitchen_dining_laundry_garden_furniture,2
sao joao do paraiso,cool_stuff,2
sao goncalo do amarante,bed_bath_table,2
sao geraldo da piedade,furniture_decor,2
sao geraldo,bed_bath_table,2
aracoiaba da serra,bed_bath_table,2
garibaldi,furniture_decor,2
fortuna,health_beauty,2
arapoti,bed_bath_table,2
areal,sports_leisure,2
areado,bed_bath_table,2
arcoverde,perfumery,2
arceburgo,furniture_decor,2
sao domingos,furniture_decor,2
sao bento do sapucai,bed_bath_table,2
sao felix do coribe,sports_leisure,2
sao felix do araguaia,health_beauty,2
arapora,electronics,2
santo antonio do descoberto,perfumery,2
sao bento,health_beauty,2
santo cristo,telephony,2
santo augusto,health_beauty,2
sao cristovao,consoles_games,2
ariranha,sports_leisure,2
arenapolis,bed_bath_table,2
arembepe,garden_tools,2
santo antonio do jardim,telephony,2
santo antonio do caiua,auto,2
santo antonio do amparo,furniture_decor,2
santo antonio das missoes,furniture_decor,2
santo antonio,telephony,2
santo antonio do sudoeste,furniture_decor,2
areiopolis,watches_gifts,2
arroio grande,industry_commerce_and_business,2
arroio dos ratos,bed_bath_table,2
santana do serido,watches_gifts,2
santana do mundau,housewares,2
santana do jacare,bed_bath_table,2
santa vitoria do palmar,christmas_supplies,2
fundao,furniture_decor,2
santo amaro,food,2
santa rita do araguaia,watches_gifts,2
santa rita de caldas,computers_accessories,2
santa mercedes,computers_accessories,2
astorga,home_appliances,2
assis chateaubriand,bed_bath_table,2
santa juliana,computers_accessories,2
santa isabel do para,bed_bath_table,2
santa rita d'oeste,toys,2
santa monica,housewares,2
ascurra,bed_bath_table,2
arvorezinha,health_beauty,2
bacabal,computers_accessories,2
avanhandava,stationery,2
gaurama,auto,2
gaucha do norte,pet_shop,2
goianinha,computers_accessories,2
santa helena de minas,luggage_accessories,2
santa helena de goias,toys,2
santa helena,computers_accessories,2
santa fe,furniture_decor,2
assai,cool_stuff,2
sanclerlandia,bed_bath_table,2
santa cruz de monte castelo,cool_stuff,2
santa cruz de goias,sports_leisure,2
santa cruz das palmeiras,computers_accessories,2
santa cruz cabralia,bed_bath_table,2
santa clara do sul,sports_leisure,2
rubim,health_beauty,2
salto do jacui,health_beauty,2
saloa,housewares,2
goncalves,computers_accessories,2
goitacazes,cool_stuff,2
goianira,garden_tools,2
gloria de dourados,bed_bath_table,2
salgado filho,auto,2
santa albertina,bed_bath_table,2
aurora,computers_accessories,2
auriflama,bed_bath_table,2
balneario picarras,garden_tools,2
balneario arroio do silva,sports_leisure,2
rondon,sports_leisure,2
rolante,furniture_decor,2
sabinopolis,bed_bath_table,2
ritapolis,electronics,2
bady bassitt,construction_tools_lights,2
guapiacu,computers_accessories,2
corrego danta,christmas_supplies,2
coronel murta,musical_instruments,2
rio real,watches_gifts,2
rio piracicaba,watches_gifts,2
rio pardo de minas,sports_leisure,2
rio novo do sul,bed_bath_table,2
rio negrinho,baby,2
rio maria,health_beauty,2
rio largo,health_beauty,2
rodeio bonito,health_beauty,2
rodeio,auto,2
rio do campo,baby,2
bananeiras,bed_bath_table,2
barra de sao francisco,fashion_bags_accessories,2
rio do antonio,food_drink,2
guaraci,garden_tools,2
conquista,bed_bath_table,2
gravatal,sports_leisure,2
grajau,luggage_accessories,2
rio das pedras,bed_bath_table,2
rio das flores,computers_accessories,2
rio pomba,office_furniture,2
rio bananal,furniture_decor,2
rio azul,furniture_decor,2
rio acima,housewares,2
rinopolis,electronics,2
rio doce,drinks,2
rio do pires,cool_stuff,2
reserva,fashion_male_clothing,2
ribeirao vermelho,costruction_tools_garden,2
ribeirao do sul,furniture_decor,2
ribeirao claro,computers_accessories,2
ribeirao bonito,fashion_bags_accessories,2
guarabira,computers_accessories,2
guaiuba,health_beauty,2
guairaca,construction_tools_construction,2
guaicara,auto,2
guabiruba,cool_stuff,2
guarani,computers_accessories,2
guaranesia,consoles_games,2
guaramirim,auto,2
rianapolis,bed_bath_table,2
rio casca,health_beauty,2
rio brilhante,health_beauty,2
barra do turvo,pet_shop,2
barra do tarrachil,toys,2
resplendor,garden_tools,2
regeneracao,health_beauty,2
redentora,housewares,2
redencao do gurgueia,bed_bath_table,2
riacho de santana,bed_bath_table,2
confresa,telephony,2
condor,furniture_decor,2
corinto,auto,2
coribe,bed_bath_table,2
corguinho,housewares,2
riachao do jacuipe,computers,2
barbalha,electronics,2
realeza,cool_stuff,2
rafard,toys,2
quixeramobim,sports_leisure,2
quitandinha,sports_leisure,2
quissama,bed_bath_table,2
guarei,computers_accessories,2
guararema,auto,2
querencia,auto,2
barra do choca,health_beauty,2
barra do bugres,computers_accessories,2
barros cassal,sports_leisure,2
barracao,health_beauty,2
bela vista de goias,fashion_shoes,2
beberibe,watches_gifts,2
bayeux,computers_accessories,2
princesa isabel,housewares,2
primeiro de maio,garden_tools,2
quedas do iguacu,bed_bath_table,2
presidente getulio,sports_leisure,2
presidente bernardes,furniture_decor,2
pouso alto,computers_accessories,2
conceicao do rio verde,books_imported,2
conceicao do coite,garden_tools,2
conceicao do castelo,watches_gifts,2
presidente medici,sports_leisure,2
porteirinha,health_beauty,2
portalegre,bed_bath_table,2
porto uniao,auto,2
porto trombetas,health_beauty,2
porto nacional,auto,2
porto belo,computers_accessories,2
bento de abreu,sports_leisure,2
bela vista do paraiso,bed_bath_table,2
biritiba-mirim,fashion_shoes,2
pontes e lacerda,auto,2
planaltina,auto,2
pontal do parana,bed_bath_table,2
pontal,fashion_bags_accessories,2
pongai,books_general_interest,2
pombal,cool_stuff,2
ibimirim,sports_leisure,2
iacanga,baby,2
horizontina,auto,2
hidreletrica tucurui,housewares,2
pojuca,bed_bath_table,2
populina,fashion_bags_accessories,2
ponto novo,computers_accessories,2
bernardino de campos,auto,2
boa vista da aparecida,bed_bath_table,2
planalto,bed_bath_table,2
planaltino,pet_shop,2
piritiba,bed_bath_table,2
piripiri,computers_accessories,2
poco redondo,sports_leisure,2
comodoro,computers_accessories,2
iapu,garden_tools,2
iacri,telephony,2
ibiraci,watches_gifts,2
poco fundo,office_furniture,2
pocinhos,sports_leisure,2
piratininga,sports_leisure,2
piraquara,bed_bath_table,2
pirapetinga,garden_tools,2
piumhi,bed_bath_table,2
bituruna,sports_leisure,2
bom jesus da penha,bed_bath_table,2
bom jesus da lapa,sports_leisure,2
bom jesus,cool_stuff,2
bom jardim de minas,auto,2
bom conselho,telephony,2
bom repouso,bed_bath_table,2
bom principio,baby,2
ibiracu,electronics,2
igarapava,computers_accessories,2
ibiapina,health_beauty,2
ibiam,bed_bath_table,2
pilar do sul,bed_bath_table,2
pilao arcado,telephony,2
piedade do rio grande,office_furniture,2
pinheiros,auto,2
pinhao,furniture_decor,2
pinhalao,cool_stuff,2
pesqueira,bed_bath_table,2
pindare mirim,computers_accessories,2
pimenta bueno,toys,2
bom jesus das selvas,computers_accessories,2
borrazopolis,stationery,2
borda da mata,computers_accessories,2
borborema,cool_stuff,2
iguaracu,bed_bath_table,2
iguape,housewares,2
comendador levy gasparian,stationery,2
coluna,health_beauty,2
conde,consoles_games,2
ibirataia,housewares,2
perdizes,bed_bath_table,2
pedro osorio,computers_accessories,2
bom jesus do norte,watches_gifts,2
bom jesus do galho,consoles_games,2
pedralva,cool_stuff,2
pedra preta,watches_gifts,2
pedra branca,telephony,2
conceicao da barra,bed_bath_table,2
igarata,health_beauty,2
iconha,computers_accessories,2
ico,cool_stuff,2
pejucara,computers_accessories,2
paulo frontin,fashion_bags_accessories,2
boninal,construction_tools_construction,2
bombinhas,baby,2
braganca,cool_stuff,2
paulistana,telephony,2
paula freitas,auto,2
pau dos ferros,watches_gifts,2
pau brasil,office_furniture,2
passa quatro,housewares,2
parelhas,health_beauty,2
pardinho,health_beauty,2
parati,garden_tools,2
parapua,flowers,2
paranatinga,health_beauty,2
indiara,health_beauty,2
colinas,perfumery,2
colina,fashion_bags_accessories,2
conceicao das pedras,housewares,2
conceicao da feira,furniture_decor,2
passo de camaragibe,telephony,2
passira,garden_tools,2
passagem franca,telephony,2
buenos aires,watches_gifts,2
buenopolis,furniture_decor,2
paraiso do norte,housewares,2
palmeira dos indios,cool_stuff,2
paraipaba,health_beauty,2
papucaia,health_beauty,2
inaciolandia,housewares,2
inacio martins,sports_leisure,2
buritis,bed_bath_table,2
palmares do sul,health_beauty,2
palma sola,auto,2
palestina,auto,2
papagaios,telephony,2
palotina,computers_accessories,2
otacilio costa,construction_tools_construction,2
paco do lumiar,bed_bath_table,2
pacaja,telephony,2
palmeira d'oeste,housewares,2
palmeira,computers_accessories,2
ouro,books_technical,2
buriticupu,home_construction,2
buriti,musical_instruments,2
cachoeira da prata,luggage_accessories,2
cachoeira alta,telephony,2
ipiranga,health_beauty,2
claudia,bed_bath_table,2
colonia vitoria,construction_tools_safety,2
colonia leopoldina,telephony,2
cacapava do sul,bed_bath_table,2
orizona,cool_stuff,2
oriente,electronics,2
oliveira dos brejinhos,auto,2
cabrobo,bed_bath_table,2
cabreuva,bed_bath_table,2
cacule,bed_bath_table,2
cacu,bed_bath_table,2
cacoal,health_beauty,2
chui,sports_leisure,2
imbuia,office_furniture,2
inimutaba,garden_tools,2
ipojuca,cool_stuff,2
oeiras,health_beauty,2
ocaucu,housewares,2
novo oriente,telephony,2
novo itacolomi,sports_leisure,2
novo gama,baby,2
olho d'agua das cunhas,telephony,2
nova mutum,cool_stuff,2
nova veneza,telephony,2
nova trento,toys,2
nova soure,health_beauty,2
nova santa rita,cool_stuff,2
caiua,bed_bath_table,2
caico,bed_bath_table,2
ipueiras,furniture_decor,2
ipubi,bed_bath_table,2
ipu,computers_accessories,2
ipiau,toys,2
ipiabas,health_beauty,2
nova londrina,cool_stuff,2
nova ipixuna,auto,2
nova hartz,bed_bath_table,2
nova prata do iguacu,computers_accessories,2
nova fatima,housewares,2
nova europa,computers_accessories,2
nova cruz,cool_stuff,2
cafeara,housewares,2
california da barra,air_conditioning,2
caldas,toys,2
nova alvorada,health_beauty,2
irapuru,bed_bath_table,2
irapua,furniture_decor,2
coelho neto,baby,2
cocal do sul,auto,2
nossa senhora do socorro,bed_bath_table,2
nhandeara,sports_leisure,2
nepomuceno,industry_commerce_and_business,2
nova bassano,baby,2
nova bandeirantes,bed_bath_table,2
mundo novo,stationery,2
mucurici,luggage_accessories,2
nazare paulista,bed_bath_table,2
cajuru,bed_bath_table,2
cajobi,perfumery,2
cambuci,auto,2
cambira,air_conditioning,2
cambara do sul,computers_accessories,2
itaipava,toys,2
itaiopolis,food,2
chapadao do ceu,furniture_decor,2
ipora do oeste,computers_accessories,2
itabaianinha,garden_tools,2
ita,perfumery,2
iraquara,telephony,2
muqui,bed_bath_table,2
munhoz,stationery,2
mozarlandia,housewares,2
mostardas,bed_bath_table,2
morro reuter,sports_leisure,2
morro grande,furniture_decor,2
cidade ocidental,computers_accessories,2
itacoatiara,telephony,2
itacare,health_beauty,2
itaberai,furniture_decor,2
itaituba,telephony,2
mutuipe,auto,2
monte belo do sul,bed_bath_table,2
morretes,health_beauty,2
moreilandia,perfumery,2
morada nova de minas,health_beauty,2
mucuri,cool_stuff,2
camanducaia,computers_accessories,2
camacan,telephony,2
campina verde,auto,2
campina grande do sul,housewares,2
campina da lagoa,home_appliances_2,2
monte aprazivel,office_furniture,2
monte alegre do sul,furniture_decor,2
monte alegre de minas,telephony,2
monte alegre,watches_gifts,2
montalvania,office_furniture,2
chavantes,bed_bath_table,2
charqueada,housewares,2
cidreira,computers_accessories,2
camocim de sao felix,telephony,2
camocim,office_furniture,2
cambuquira,toys,2
campo do meio,computers_accessories,2
campo alegre do fidalgo,health_beauty,2
monte azul,sports_leisure,2
miranorte,garden_tools,2
mirandopolis,bed_bath_table,2
miraima,watches_gifts,2
mondai,auto,2
itanhomi,health_beauty,2
itanhandu,bed_bath_table,2
itaguacu,bed_bath_table,2
itamira,sports_leisure,2
itambe,toys,2
itambaraca,garden_tools,2
cerro azul,toys,2
minas novas,housewares,2
milha,stationery,2
missal,computers_accessories,2
mirinzal,health_beauty,2
campo alegre,housewares,2
campinorte,party_supplies,2
campinapolis,bed_bath_table,2
campos belos,sports_leisure,2
campo verde,sports_leisure,2
campo maior,computers_accessories,2
itapetim,furniture_decor,2
itaperucu,sports_leisure,2
chapadinha,fashion_bags_accessories,2
chapadao do sul,furniture_decor,2
itapaje,cool_stuff,2
itapaci,watches_gifts,2
itaobim,garden_tools,2
campo magro,electronics,2
mendonca,cool_stuff,2
mendes pimentel,sports_leisure,2
medina,computers_accessories,2
miguel calmon,computers_accessories,2
mercedes,bed_bath_table,2
mario campos,furniture_decor,2
marinopolis,health_beauty,2
mato leitao,cds_dvds_musicals,2
matipo,bed_bath_table,2
mateus leme,auto,2
matelandia,telephony,2
mata grande,luggage_accessories,2
mata de sao joao,bed_bath_table,2
itaueira,bed_bath_table,2
itauba,cool_stuff,2
cesario lange,auto,2
cerro negro,garden_tools,2
massaranduba,office_furniture,2
medeiros neto,computers_accessories,2
marituba,bed_bath_table,2
campo florido,computers_accessories,2
campo ere,electronics,2
canarana,baby,2
cananeia,bed_bath_table,2
canaa dos carajas,telephony,2
itapejara d'oeste,furniture_decor,2
itapuranga,housewares,2
itapui,housewares,2
itapora,health_beauty,2
itapoa,sports_leisure,2
itapiuna,health_beauty,2
camutanga,sports_leisure,2
maristela,costruction_tools_garden,2
maripa,health_beauty,2
marilandia,housewares,2
marilac,office_furniture,2
marechal floriano,health_beauty,2
itinga,sports_leisure,2
jaboticatubas,health_beauty,2
jaboti,sports_leisure,2
itau de minas,bed_bath_table,2
itatim,health_beauty,2
catende,garden_tools,2
catanduvas,sports_leisure,2
martins,telephony,2
campos sales,watches_gifts,2
campos de julio,watches_gifts,2
canelinha,watches_gifts,2
candoi,construction_tools_construction,2
maracas,computers_accessories,2
mar vermelho,cool_stuff,2
mantena,auto,2
manoel viana,toys,2
manoel ribas,pet_shop,2
mangueirinha,cool_stuff,2
marco,cool_stuff,2
jacunda,telephony,2
jacui,perfumery,2
itariri,health_beauty,2
itueta,bed_bath_table,2
itubera,home_appliances,2
itororo,bed_bath_table,2
itiuba,housewares,2
maravilha,consoles_games,2
manga,bed_bath_table,2
mambore,telephony,2
mallet,health_beauty,2
maracai,office_furniture,2
candido mendes,health_beauty,2
candido de abreu,sports_leisure,2
candelaria,cool_stuff,2
capao do leao,garden_tools,2
capao do cipo,baby,2
cassia,telephony,2
jabora,sports_leisure,2
ivoti,health_beauty,2
ivinhema,bed_bath_table,2
ivaipora,housewares,2
iturama,bed_bath_table,2
jacupiranga,auto,2
macieira,furniture_decor,2
mairi,bed_bath_table,2
lontras,consoles_games,2
macaiba,health_beauty,2
luisburgo,housewares,2
lucelia,consoles_games,2
cansancao,stationery,2
capitao eneas,sports_leisure,2
capitao,bed_bath_table,2
japira,health_beauty,2
jacarezinho,electronics,2
jaiba,auto,2
capinopolis,computers_accessories,2
capim grosso,health_beauty,2
laurentino,auto,2
livramento de nossa senhora,computers_accessories,2
lindoia,housewares,2
limoeiro,computers_accessories,2
limeira do oeste,cool_stuff,2
lima duarte,garden_tools,2
capela de santana,sports_leisure,2
carambei,sports_leisure,2
caxambu,auto,2
catuipe,pet_shop,2
catu de abrantes,agro_industry_and_commerce,2
catu,bed_bath_table,2
catole do rocha,cool_stuff,2
carai,auto,2
laranjal do jari,electronics,2
laranjal,telephony,2
lencois,garden_tools,2
lagoa dourada,perfumery,2
capivari de baixo,garden_tools,2
capitao leonidas marques,garden_tools,2
cariri do tocantins,bed_bath_table,2
careacu,electronics,2
cardoso,garden_tools,2
carbonita,pet_shop,2
lagarto,health_beauty,2
ladario,home_appliances_2,2
juvenilia,telephony,2
jaqueira,telephony,2
janiopolis,home_appliances_2,2
jandaia,housewares,2
jambeiro,furniture_decor,2
jari,sports_leisure,2
lagoa formosa,electronics,2
juruaia,perfumery,2
juquia,computers_accessories,2
junqueiro,health_beauty,2
julio mesquita,signaling_and_security,2
julio de castilhos,auto,2
carapebus,sports_leisure,2
carmo da cachoeira,computers_accessories,2
jijoca de jericoacoara,computers_accessories,2
carnaiba do sertao,telephony,2
carmopolis de minas,computers_accessories,2
jaraguari,housewares,2
carius,bed_bath_table,2
casca,baby,2
casa nova,fashion_bags_accessories,2
casa branca,furniture_decor,2
carpina,sports_leisure,2
joao neiva,garden_tools,2
jordania,housewares,2
jeceaba,furniture_decor,2
jatoba,auto,2
jaru,sports_leisure,2
david canabarro,furniture_decor,2
vila rica,garden_tools,2
